Via,San Lanfranco,,S. Lanfranco
Vicolo,San Marcello,,S. Michele
Vicolo,San Marino,,S. Michele
Via,San Martino,,S. Francesco
Via,San Nicolo del Verzaro,,S. Francesco
Vicolo,San Pantaleone,,S. Maria del Carmine
Via,San Paolo,,Spirito Santo
Via,San Pietro in Verzolo,,S. Pietro Apostolo
Via,San Primo,,Ss. Primo e Feliciano
Vicolo,San Primo,,Ss. Primo e Feliciano
Vicolo,San Sebastiano,,S. Michele
Piazza,San Teodoro,,S. Teodoro
Via,San Zeno,,S. Maria del Carmine
Piazzetta,Sannazzaro,,S. Michele
Via,Santa Chiara,,Ss. Primo e Feliciano
Via,Santa Clara,,Spirito Santo
Via,Santa Margherita,Unnamed: 0,S. Teodoro
Via,Sant’Agata,,S. Teodoro
Via,Sant’Agostino,,S. Maria del Carmine
Via,Sant’Ennodio,,S. Michele
Via,Sant’Epifanio,,S. Francesco
Via,Sant’Invenzio,,S. Maria del Carmine
Via,Santo Spirito,,Spirito Santo
Via,Sant’Ulderico,,S. Francesco
Via,Sara,,SS. Crocifisso
Viale,Sardegna,dal 88,S. Francesco
Viale,Sardegna,fino al 50,S. Maria delle Grazie
Viale,Sauro,dal 17,S. Maria del Carmine
Viale,Sauro,fino al 13,Ss. Gervasio e Protasio
Via,Savoia,,SS. Crocifisso
Viale,Savoldi,,S. Maria delle Grazie
Cascina,Scagliona,,S. Carlo Borromeo
Strada,Scagliona,,S. Carlo Borromeo
Via,Scala,,S. Maria della Scala
Vicolo,Scaldasole,,S. Francesco
Via,Scannini,,S. Francesco
Via,Scapolla,,S. Maria in Betlem
Via,Scaramuzza,,Sacra Famiglia
Via,Scarenzio,pari,S. Carlo Borromeo
Via,Scarenzio,dispari,S. Pietro Apostolo
Via,Scarpa,,S. Michele
Via,Scarpone,,S. Carlo Borromeo
Via,Scopoli,pari,S. Francesco
Via,Scopoli,dispari,Ss. Primo e Feliciano
Cascina,Scova,,S. Pietro Apostolo
Via,Sesia,,S. Lanfranco
Via,Setti,,Sacra Famiglia
Viale,Sicilia,fino al 69,S. Maria delle Grazie
Viale,Sicilia,dal 71,Spirito Santo
Via,Simonetta,,Sacra Famiglia
Via,Solari,,S. Pietro Apostolo
Via,Solferino,,S. Alessandro Sauli
Via,Sondrio,,S. Alessandro Sauli
Strada,Sora,,S. Lanfranco
Via,Soriga,,SS. Crocifisso
Via,Spallanzani,,S. Francesco
Via,Spelta,,SS. Crocifisso
Via,Stafforini,,S. Maria delle Grazie
Strada,Stanga Verde,,S. Maria in Betlem
Piazzale,Stazione,"4,7,8,21,27",Ss. Gervasio e Protasio
Piazzale,Stazione,25,SS. Salvatore
Vicolo,Stilicone,,S. Michele
Via,Strada,,S. Lanfranco
Via,Strada Enrico,,S. Lanfranco
Corso,Strada Nuova,pari dal 80,S. Maria del Carmine
Corso,Strada Nuova,pari dal 40 al 80,Duomo
Corso,Strada Nuova,dispari dal 53,S. Francesco
Corso,Strada Nuova,dispari dal 1 al 51,S. Michele
Corso,Strada Nuova,pari dal 2 al 30,S. Teodoro
Strada,Strada Vimanone,Unnamed: 0,S. Giorgio in Fossarmato
Via,Stradella,,S. Alessandro Sauli
Via,Sturzo,,S. Luigi Orione
Via,Suardi,,SS. Crocifisso
Via,Taegio,,Sacra Famiglia
Via,Talini,,S. Maria Assunta in Mirabello
Via,Tamburini,,S. Pietro Apostolo
Via,Tansini,,S. Carlo Borromeo
Via,Taramelli,,S. Maria di Caravaggio
Via,Tasso,,Sacra Famiglia
Via,Tavazzani,,S. Alessandro Sauli
Via,Teodolinda,,Duomo
Via,Teodorico,,S. Michele
Via,Terenzi,,SS. Crocifisso
Via,Terenzio,,S. Teodoro
Via,Tessa,,S. Carlo Borromeo
Via,Testa,,S. Pietro Apostolo
Piazzale,Tevere,,S. Lanfranco
Via,Tibaldi Ettore,,S. Lanfranco
Via,Tibaldi Pellegrino,,S. Carlo Borromeo
Via,Ticinello,,SS. Salvatore
Via,Togliatti,,S. Luigi Orione
Cascina,Torchietto,,S. Lanfranco
Strada,Torchietto,,S. Lanfranco
Via,Torello da Strada,dispari,S. Carlo Borromeo
Via,Torello da Strada,pari,S. Pietro Apostolo
Via,Torino,,S. Alessandro Sauli
Cascina,Torre del Gallo,,S. Luigi Orione
Strada,Torre del Gallo,,S. Luigi Orione
Via,Torretta,dispari,S. Alessandro Sauli
Via,Torretta,pari,Sacra Famiglia
Via,Torrione,,S. Teodoro
Via,Torti,,SS. Salvatore
Via,Tortona,,S. Alessandro Sauli
Via,Toscana,,S. Alessandro Sauli
Vicolo,Tosi,,Ss. Primo e Feliciano
Vicolo,Tre Re,,S. Michele
Via,Trecourt,,SS. Crocifisso
Via,Trento,,S. Alessandro Sauli
Via,Treves,,S. Alessandro Sauli
Via,Treviso,,S. Alessandro Sauli
Via,Trieste,,Ss. Gervasio e Protasio
Via,Trinchera,,S. Maria in Betlem
Via,Trovamala,,S. Giorgio in Fossarmato
Via,Turati,,S. Lanfranco
Via,Ubicini,,S. Teodoro
Via,Udine,,S. Alessandro Sauli
Via,Ugo da Gambolò,,SS. Crocifisso
Via,Umbria,,S. Alessandro Sauli
Via,Vaccari,,Sacra Famiglia
Strada,Valbona,,S. Pietro Apostolo
Via,Valla,,S. Maria del Carmine
Via,Vallone,,S. Pietro Apostolo
Via,Varese,,S. Michele
Cascina,Vela,Unnamed: 0,S. Carlo Borromeo
Via,Veneroni,,S. Maria delle Grazie
Viale,Venezia,,S. Maria delle Grazie
Via,Vercelli,,S. Alessandro Sauli
Via,Verdi,,SS. Salvatore
Via,Vernavola,,S. Carlo Borromeo
Via,Verona,,S. Alessandro Sauli
Via,Verri,,Sacra Famiglia
Via,Vicenza,,S. Alessandro Sauli
Via,Vidari,,S. Teodoro
Via,Vigentina,dispari,S. Alessandro Sauli
Via,Vigentina,pari,Sacra Famiglia
Via,Vigevano,,S. Alessandro Sauli
Cascina,Vignate,,S. Lanfranco
Via,Vignazza,,S. Maria in Betlem
Strada,Vigne di Mirabello,,S. Maria Assunta in Mirabello
Via,Villa Eleonora,,S. Pietro Apostolo
Cascina,Villa Flavia,,S. Pietro Apostolo
Via,Villa Glori,,S. Michele
Via,Villa Jemoli,,Spirito Santo
Via,Villa Serafina,,S. Pietro Apostolo
Via,Vittadini,,SS. Salvatore
Viale,Vittorio Emanuele II,,Ss. Gervasio e Protasio
Via,Vivai,,S. Lanfranco
Via,Voghera,,S. Alessandro Sauli
Piazzale,Volontari del Sangue,,S. Maria di Caravaggio
Vicolo,Volt. Degli Isimbardi,,S. Teodoro
Via,Volta,dispari dal 25 al 31,S. Francesco
Via,Volta,"pari fino al 26, dispari fino al 19",Ss. Primo e Feliciano
Via,Volturno,,S. Michele
Viale,XI Febbraio,,S. Maria del Carmine
Via,XX Settembre,,S. Maria del Carmine
Piazza,XXIV Maggio,,S. Teodoro
Via,XXV Aprile,,S. Maria in Betlem
Via,Zanachi,,S. Lanfranco
Via,Zanella,,S. Maria della Scala
Via,Zurardelli,,SS. Crocifisso
